City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
217,cabo san lucas,22.8909,-109.9124,307.93,23,20,5.14,MX,1684870859
218,monte buey,-32.9164,-62.4567,293.27,84,100,3.73,AR,1684870960
219,vorkuta,67.5,64.0,280.69,77,91,2.99,RU,1684870961
220,wau,7.7029,27.9953,301.77,51,6,3.86,SS,1684870962
221,abra pampa,-22.7205,-65.697,289.82,6,0,4.68,AR,1684870963
222,sungai penuh,-2.0833,101.3833,291.23,98,86,0.24,ID,1684870963
223,la ronge,55.1001,-105.2842,283.27,43,100,5.14,CA,1684870716
224,kurgan,55.45,65.3333,288.62,46,13,2.32,RU,1684870964
225,enewetak,11.3474,162.3373,301.31,74,100,7.35,MH,1684870964
226,pulaski,34.7668,-92.3001,302.6,61,75,4.12,US,1684870908
227,boende,-0.2167,20.8667,295.98,93,100,0.9,CD,1684870965
228,borogontsy,62.6683,131.1683,275.04,78,56,1.0,RU,1684870966
229,arteche,12.2645,125.4048,298.58,90,28,1.27,PH,1684870966
230,whitehorse,60.7161,-135.0538,287.65,30,20,2.57,CA,1684870823
231,campamento,14.55,-86.65,310.46,20,86,1.74,HN,1684870967
232,hebi,35.8992,114.1925,291.45,49,100,3.37,CN,1684870967
233,oakdale,44.963,-92.9649,302.3,35,0,5.14,US,1684870802
234,sabang,5.8933,95.3214,301.74,77,70,3.66,ID,1684870968
235,mar del plata,-38.0023,-57.5575,292.09,98,100,4.12,AR,1684870737
236,lazaro cardenas,17.9583,-102.2,304.29,56,85,4.79,MX,1684870969
237,pisco,-13.7,-76.2167,298.18,61,0,5.14,PE,1684870969
238,ancud,-41.8697,-73.8203,284.17,72,31,10.34,CL,1684870970
239,san pedro pochutla,15.7333,-96.4667,307.99,48,52,4.41,MX,1684870970
240,tantangan,6.615,124.7489,296.84,94,88,0.46,PH,1684870971
241,pachino,36.7186,15.0907,290.37,82,17,1.55,IT,1684870971
242,bukittinggi,-0.3091,100.3706,291.33,98,88,0.51,ID,1684870972
243,tsiombe,-25.3,45.4833,290.08,65,2,1.87,MG,1684870703
244,celestun,20.8667,-90.4,302.42,62,66,5.03,MX,1684870680
245,lagdo,9.05,13.7333,302.46,50,84,1.63,CM,1684870973
246,ta`u,-14.2336,-169.5144,300.26,81,66,5.21,AS,1684870973
247,tabas,33.5959,56.9244,304.25,15,1,3.18,IR,1684870974
248,haiku-pauwela,20.9219,-156.3051,300.16,51,0,8.75,US,1684870816
249,bengkulu,-3.8004,102.2655,297.63,85,6,1.63,ID,1684870974
250,opuwo,-18.0607,13.84,291.9,39,39,2.68,NA,1684870756
251,aasiaat,68.7098,-52.8699,271.42,85,100,8.66,GL,1684870975
252,banepa,27.6298,85.5214,292.67,83,75,1.54,NP,1684870976
253,arari,-3.4536,-44.78,303.35,70,82,1.26,BR,1684870976
254,ternate,0.8,127.4,300.4,81,41,4.25,ID,1684870976
255,prainha,-1.8,-53.48,302.73,70,83,1.75,BR,1684870977
256,avarua,-21.2078,-159.775,296.18,78,14,0.51,CK,1684870977
257,chonchi,-42.6128,-73.8092,283.22,76,66,6.03,CL,1684870978
258,roma,43.2128,-75.4557,299.72,42,40,1.54,US,1684870978
259,illizi,26.4833,8.4667,306.04,11,100,3.58,DZ,1684870733
260,zhanaozen,43.3,52.8,297.99,41,0,0.54,KZ,1684870979
261,lan sak,15.4529,99.5761,298.88,72,100,1.46,TH,1684870979
262,antofagasta,-23.65,-70.4,291.75,72,13,2.79,CL,1684870785
263,kalaoa,19.7286,-155.9817,295.05,92,75,5.66,US,1684870980
264,nefteyugansk,61.0998,72.6035,286.52,50,76,4.35,RU,1684870981
265,mocksville,35.894,-80.5614,298.37,43,93,1.79,US,1684870981
266,santa flavia,38.085,13.5351,293.36,74,0,0.89,IT,1684870982
267,kimbe,-5.5502,150.1429,297.85,90,100,2.65,PG,1684870982
268,colares,38.7992,-9.4469,292.46,82,20,5.81,PT,1684870983
269,florence,43.7667,11.25,294.97,64,40,1.54,IT,1684870932
270,kerikeri,-35.2268,173.9474,286.68,79,4,5.03,NZ,1684870984
271,arraial do cabo,-22.9661,-42.0278,297.13,83,20,7.72,BR,1684870984
272,nazare,-13.035,-39.0144,298.63,74,88,2.61,BR,1684870937
273,yulinshi,38.2906,109.7494,285.56,58,3,4.39,CN,1684870985
274,embi,48.8264,58.1442,291.14,37,1,5.13,KZ,1684870986
275,rio grande,-32.035,-52.0986,299.21,82,11,3.72,BR,1684870986
276,page,36.9147,-111.4558,302.03,22,0,2.24,US,1684870987
277,coxim,-18.5067,-54.76,303.81,36,0,2.85,BR,1684870987
278,paracuru,-3.41,-39.0306,301.54,88,18,4.67,BR,1684870988
279,kodiak,57.79,-152.4072,279.88,93,100,8.23,US,1684870988
280,hermanus,-34.4187,19.2345,283.6,78,37,2.37,ZA,1684870989
281,argo,37.6333,22.7333,292.47,63,7,1.06,GR,1684870989
282,dapa,9.7594,126.0531,301.17,77,100,3.83,PH,1684870989
283,yatou,37.15,122.3833,289.03,68,100,2.95,CN,1684870990
284,strenci,57.6257,25.6854,286.57,66,43,1.54,LV,1684870990
285,houghton,47.1219,-88.569,298.51,38,0,4.12,US,1684870991
286,port erin,54.0849,-4.751,286.08,71,20,3.09,IM,1684870991
287,okuta,9.2167,3.1833,300.73,67,100,3.13,NG,1684870992
288,north bend,43.4065,-124.2243,291.62,64,100,7.72,US,1684870992
289,morehead city,34.7229,-76.726,297.17,73,100,7.72,US,1684870993
290,badiyah,22.45,58.8,304.06,46,10,4.44,OM,1684870993
291,mount isa,-20.7333,139.5,288.02,41,0,4.12,AU,1684870994
292,hongjiang,27.11,109.9956,288.24,98,67,0.47,CN,1684870994
293,lerwick,60.1545,-1.1494,283.15,93,100,10.01,GB,1684870994
294,al jahra',29.3375,47.6581,307.9,26,100,4.19,KW,1684870995
295,anahuac,27.2333,-100.15,308.62,32,4,7.2,MX,1684870995
296,malindi,-3.2175,40.1191,300.24,78,20,4.12,KE,1684870996
297,sandnessjoen,66.0217,12.6316,282.44,81,20,3.6,NO,1684870996
298,ulladulla,-35.35,150.4667,281.27,70,100,2.35,AU,1684870997
299,nogliki,51.8333,143.1667,276.5,90,100,3.12,RU,1684870712
300,punta arenas,-53.15,-70.9167,274.21,93,100,3.6,CL,1684870997
301,akrehamn,59.2667,5.1833,283.15,87,100,4.63,NO,1684870998
302,soufriere,13.8562,-61.0566,303.93,79,20,7.72,LC,1684870998
303,la passe,45.5549,-0.8967,291.28,77,25,8.12,FR,1684870999
304,markovo,57.3206,107.0881,278.65,89,100,1.77,RU,1684870761
305,guangming,45.3333,122.7833,291.38,26,33,6.46,CN,1684871000
306,berekua,15.2333,-61.3167,305.67,58,20,1.03,DM,1684871000
307,sorokino,53.75,84.9167,281.9,61,16,2.35,RU,1684871000
308,kishapu,-3.6167,33.8667,295.78,63,92,2.42,TZ,1684871001
309,najran,17.4924,44.1277,295.51,44,100,0.33,SA,1684870903
310,tura,25.5198,90.2201,295.15,90,100,1.53,IN,1684871002
311,kuanda,56.3161,116.0806,278.23,64,99,1.23,RU,1684871002
312,botshabelo,-29.2702,26.7052,279.8,38,56,2.27,ZA,1684871003
313,ambalavao,-21.8333,46.9333,287.84,93,85,1.5,MG,1684871003
314,pariaman,-0.619,100.12,298.66,86,59,1.53,ID,1684871003
315,dalbandin,28.8947,64.4101,301.97,28,75,4.26,PK,1684871004
316,akureyri,65.6835,-18.0878,280.11,49,75,12.35,IS,1684871004
317,ceeldheer,3.8488,47.1806,300.46,79,96,5.37,SO,1684871005
318,grand rapids,42.9634,-85.6681,301.51,36,75,2.06,US,1684870716
319,floro,61.5996,5.0328,286.06,76,40,2.57,NO,1684871005
320,praia,14.9215,-23.5087,298.45,65,40,7.72,CV,1684871006
321,baicheng,45.6167,122.8167,291.46,23,36,5.99,CN,1684871007
322,constantia,44.1833,28.65,288.54,84,4,2.2,RO,1684871007
323,carnarvon,-24.8667,113.6333,294.1,69,100,3.03,AU,1684871008
324,zachary,30.6485,-91.1565,304.65,49,75,3.09,US,1684871008
325,andergrove,-21.0833,149.1833,290.18,82,23,5.86,AU,1684871009
326,dakoro,14.5106,6.765,308.72,24,98,3.62,NE,1684871009
327,broken hill,-31.95,141.4333,282.38,52,8,3.14,AU,1684870908
328,ponta delgada,37.7333,-25.6667,290.55,77,20,6.17,PT,1684871010
329,terme,41.2092,36.9739,289.11,95,100,0.95,TR,1684871010
330,nkoteng,4.5167,12.0333,295.84,91,99,1.16,CM,1684871011
331,perevoz,55.5961,44.5446,290.84,59,95,4.63,RU,1684871011
332,wynyard,-41.0,145.7167,285.92,93,99,4.43,AU,1684871012
333,ca mau,9.1769,105.15,299.91,82,100,1.38,VN,1684871012
334,aweil,8.7682,27.4002,305.33,34,0,2.74,SS,1684871013
335,hobyo,5.3505,48.5268,301.39,76,100,6.94,SO,1684870829
336,tolanaro,-25.0319,46.9987,291.19,77,20,3.09,MG,1684871013
337,saint-pierre,-21.3393,55.4781,297.91,69,100,2.57,RE,1684871014
338,irymple,-34.25,142.1667,281.97,65,6,4.24,AU,1684871014
339,paghman,34.5875,68.9533,285.13,78,100,1.18,AF,1684871015
340,nova vicosa,-17.8919,-39.3719,296.58,81,99,3.05,BR,1684871015
